Month,Service description,Service ID,SKU description,SKU ID,Usage amount,Usage unit,List cost ($),Negotiated savings ($),Savings programs ($),Other savings ($),Unrounded subtotal ($),Subtotal ($)
2026-02,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,"329,646.403",gibibyte month,1097.84,0.00,0.00,0.00,1097.841008,1097.84
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Regional - RAM in EMEA,C690-8FB3-59EE,"224,448",gibibyte hour,1047.42,0.00,0.00,0.00,1047.424000,1047.42
2026-02,Networking,E505-1604-58F8,Regional Internal Application Load Balancer Proxy Instance Charge for Belgium (europe-west1),059D-759A-D0A0,"117,988.5",hour,983.24,0.00,0.00,0.00,983.237500,983.24
2026-02,Compute Engine,6F81-5844-456A,Commitment v1: N2 Ram in EMEA for 1 Year,E6C5-0BFA-F6A6,"944,835.124",gibibyte hour,924.68,0.00,0.00,0.00,924.678352,924.68
2026-02,Compute Engine,6F81-5844-456A,SSD backed PD Capacity in Frankfurt,378C-9DAC-0A5A,"10,693.975",gibibyte month,727.19,0.00,0.00,0.00,727.189547,727.19
2026-02,Networking,E505-1604-58F8,Cloud Load Balancer Forwarding Rule Additional Global,1211-928B-AF92,"214,063.995",hour,713.55,0.00,0.00,0.00,713.546021,713.55
2026-02,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Belgium,A703-5CB6-E0BF,"106,995.727",gibibyte month,710.84,0.00,0.00,0.00,710.840843,710.84
2026-02,BigQuery,24E6-581D-38E5,Analysis,1DF5-1F98-1DD1,312.089,tebibyte,648.10,0.00,0.00,0.00,648.101770,648.10
2026-02,Cloud Memorystore for Redis,5AF5-2C11-D467,Redis Capacity Standard M1 Belgium,7DD0-EFE1-0F5B,"21,504",gibibyte hour,616.45,0.00,0.00,0.00,616.447353,616.45
2026-02,Compute Engine,6F81-5844-456A,Commitment v1: Cpu in Frankfurt for 1 Year,8C12-1625-BCF1,"57,120.189",hour,488.11,0.00,0.00,0.00,488.110765,488.11
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Regional - Standard storage in EMEA,D901-4910-1FD2,"4,113.457",gibibyte month,466.19,0.00,0.00,0.00,466.191360,466.19
2026-02,Compute Engine,6F81-5844-456A,Storage PD Capacity,D973-5D65-BAB2,"34,874.588",gibibyte month,464.59,0.00,0.00,0.00,464.593936,464.59
2026-02,Compute Engine,6F81-5844-456A,N2 Instance Core running in EMEA,9F61-45D7-D4FB,"259,628.602",hour,3009.35,0.00,-2486.25,-73.95,449.151726,449.15
2026-02,Compute Engine,6F81-5844-456A,Commitment v1: N2 Cpu in Frankfurt for 1 Year,02D4-3158-71D0,"45,696.151",hour,390.49,0.00,0.00,0.00,390.488558,390.49
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Regional - Extended support vCPU v12 in Belgium,6463-DB95-0004,"8,064",hour,376.32,0.00,0.00,0.00,376.320000,376.32
2026-02,Cloud Monitoring,58CD-E7C3-72CA,Time series billed count,6E35-67F5-C3C6,"2,257,675,205",count,376.11,0.00,0.00,0.00,376.112240,376.11
2026-02,Cloud Memorystore for Redis,5AF5-2C11-D467,Redis Capacity Standard M3 Belgium,D95A-0869-7E1E,"21,504",gibibyte hour,358.40,0.00,0.00,0.00,358.399898,358.40
2026-02,Artifact Registry,149C-F9EC-3994,Artifact Registry Storage,8502-299A-ABAF,"10,026.709",gibibyte month,334.21,0.00,0.00,0.00,334.206457,334.21
2026-02,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from EMEA to EMEA,5B70-B2D6-B4FC,"8,984.059",gibibyte,332.83,0.00,0.00,0.00,332.827249,332.83
2026-02,Cloud Memorystore for Redis,5AF5-2C11-D467,Redis Capacity Basic M1 Belgium,ED04-130F-C092,"19,488",gibibyte hour,331.30,0.00,0.00,0.00,331.295425,331.30
2026-02,Compute Engine,6F81-5844-456A,Network Inter Zone Data Transfer Out,DE9E-AFBC-A15A,"88,463.336",gibibyte,294.87,0.00,0.00,0.00,294.870574,294.87
2026-02,Compute Engine,6F81-5844-456A,N2 Instance Ram running in EMEA,A109-54C1-7CB0,"1,164,852.88",gibibyte hour,1809.79,0.00,-1468.86,-49.67,291.258918,291.26
2026-02,Compute Engine,6F81-5844-456A,Multi-regional Snapshot download within Europe,E88A-EDE0-A8FD,"43,284.155",gibibyte,288.56,0.00,0.00,0.00,288.561018,288.56
2026-02,Cloud Storage,95FF-2EF5-5EA1,Network Data Transfer GCP Multi-region within Europe,D46A-868A-BBF7,"42,872.129",gibibyte,285.81,0.00,0.00,0.00,285.814044,285.81
2026-02,Compute Engine,6F81-5844-456A,Commitment v1: Ram in Frankfurt for 1 Year,197D-B8ED-C220,"227,808.753",gibibyte hour,260.84,0.00,0.00,0.00,260.840736,260.84
2026-02,Compute Engine,6F81-5844-456A,N1 Predefined Instance Core running in Frankfurt,A9C0-BADB-1C34,"75,885.735",hour,1030.27,0.00,-750.23,-26.24,253.803616,253.80
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - Extended support vCPU v10 in Belgium,EDB9-BAC4-5BA1,"10,505.47",hour,245.13,0.00,0.00,0.00,245.127614,245.13
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - Standard storage in EMEA,B14E-2B60-F10B,"4,318.373",gibibyte month,244.71,0.00,0.00,0.00,244.706940,244.71
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - vCPU in EMEA,2154-E036-4CB2,"17,096.496",hour,235.36,0.00,0.00,0.00,235.361695,235.36
2026-02,BigQuery Storage API,DCC9-8DB9-673F,BigQuery Storage API Network Internet Data Transfer Out Europe to Europe,40E7-9810-A7DF,"5,997.494",gibibyte,223.32,0.00,0.00,0.00,223.321360,223.32
2026-02,Compute Engine,6F81-5844-456A,Commitment v1: N2 Ram in Frankfurt for 1 Year,C38C-50A1-5993,"183,456.607",gibibyte hour,210.06,0.00,0.00,0.00,210.057537,210.06
2026-02,BigQuery,24E6-581D-38E5,Active Logical Storage,947D-3B46-7781,"30,626.948",gibibyte month,203.93,0.00,0.00,0.00,203.930140,203.93
2026-02,Networking,E505-1604-58F8,Networking Cloud Armor Requests,1A87-DEB9-C4BE,"805,134,678",count,201.28,0.00,0.00,0.00,201.275244,201.28
2026-02,Compute Engine,6F81-5844-456A,Commitment v1: E2 Cpu in Frankfurt for 1 Year,81F4-F28C-7312,"30,912.102",hour,182.44,0.00,0.00,0.00,182.436039,182.44
2026-02,Compute Engine,6F81-5844-456A,N1 Predefined Instance Ram running in Frankfurt,5C8C-3C2D-B331,"321,361.798",gibibyte hour,584.66,0.00,-396.67,-19.06,168.925586,168.93
2026-02,Compute Engine,6F81-5844-456A,External IP Charge on a Standard VM,C054-7F72-A02E,"99,329.474",hour,164.43,0.00,0.00,0.00,164.428773,164.43
2026-02,Compute Engine,6F81-5844-456A,Commitment v1: E2 Ram in Frankfurt for 1 Year,74A6-EA95-B3F0,"189,504.627",gibibyte hour,149.87,0.00,0.00,0.00,149.872135,149.87
2026-02,Networking,E505-1604-58F8,Networking Cloud CDN Traffic Cache Data Transfer to Europe,2A8D-245C-0E0B,"5,461.078",gibibyte,145.63,0.00,0.00,0.00,145.627906,145.63
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - RAM in EMEA,8A88-5E4B-2265,"56,488.247",gibibyte hour,131.81,0.00,0.00,0.00,131.805876,131.81
2026-02,Networking,E505-1604-58F8,Networking Cloud Nat Data Processing,015F-5732-FFF0,"8,418.574",gibibyte,126.28,0.00,0.00,0.00,126.278021,126.28
2026-02,Compute Engine,6F81-5844-456A,Commitment v1: E2 Cpu in EMEA for 1 Year,D1E6-0FB3-0BF6,"23,520.078",hour,118.51,0.00,0.00,0.00,118.508133,118.51
2026-02,Compute Engine,6F81-5844-456A,SSD backed PD Capacity in Finland,4C09-1F46-D168,"1,900",gibibyte month,118.43,0.00,0.00,0.00,118.432907,118.43
2026-02,Compute Engine,6F81-5844-456A,Spot Preemptible N1 Predefined Instance Core running in EMEA,04D9-CEFB-F0AA,"33,587.754",hour,116.44,0.00,0.00,0.00,116.437326,116.44
2026-02,Kubernetes Engine,CCD8-9BF1-090E,Regional Kubernetes Clusters,B561-BFBD-1264,"3,359.998",hour,112.00,0.00,0.00,0.00,111.999424,112.00
2026-02,Networking,E505-1604-58F8,Networking Cloud Armor Rule,A321-89BD-F5BC,322,month,107.33,0.00,0.00,0.00,107.330405,107.33
2026-02,VM Manager,5E18-9A83-2867,VM Manager Usage,785A-57EB-25E2,"180,581",count,106.18,0.00,0.00,0.00,106.181000,106.18
2026-02,Compute Engine,6F81-5844-456A,Storage PD Capacity in Frankfurt,7A7B-EA46-2897,"6,306.819",gibibyte month,100.91,0.00,0.00,0.00,100.908249,100.91
2026-02,Compute Engine,6F81-5844-456A,E2 Instance Core running in EMEA,9FE0-8F60-A9F0,"36,131.515",hour,288.97,0.00,-188.23,0.00,100.743914,100.74
2026-02,Cloud SQL,9662-B51E-5089,Storage PD Snapshot,66AB-BA17-351C,"3,691.755",gibibyte month,98.45,0.00,0.00,0.00,98.445280,98.45
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - Extended support vCPU v12 in Belgium,A40A-F70D-ADBD,"4,032",hour,94.08,0.00,0.00,0.00,94.080000,94.08
2026-02,Kubernetes Engine,CCD8-9BF1-090E,Zonal Kubernetes Clusters,6B92-A835-08AB,"3,359.529",hour,111.98,0.00,0.00,-24.80,87.183859,87.18
2026-02,Cloud Storage,95FF-2EF5-5EA1,Network Data Transfer GCP Replication within Europe,CB83-3C2D-160D,"12,673.87",gibibyte,84.49,0.00,0.00,0.00,84.492347,84.49
2026-02,Networking,E505-1604-58F8,Networking Cloud Armor Policy,4B13-E64F-4A2B,46,month,76.66,0.00,0.00,0.00,76.663443,76.66
2026-02,Networking,E505-1604-58F8,Regional Internal Application Load Balancer Proxy Instance Charge for Frankfurt (europe-west3),84AE-F103-DC62,"8,835.5",hour,73.63,0.00,0.00,0.00,73.629167,73.63
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - Enterprise Plus N RAM in EMEA,5149-8F2A-9799,"21,504",gibibyte hour,65.23,0.00,0.00,0.00,65.228800,65.23
2026-02,Cloud DNS,FA26-5236-B8B5,DNS Query (port 53),6DFF-5025-A128,"470,827,642",count,62.78,0.00,0.00,0.00,62.776010,62.78
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - Enterprise Plus Extended support vCPU v12 in Belgium,342A-B17C-9A82,"2,688",hour,62.72,0.00,0.00,0.00,62.720000,62.72
2026-02,Compute Engine,6F81-5844-456A,Spot Preemptible N1 Predefined Instance Ram running in EMEA,10A0-7F67-697B,"125,954.244",gibibyte hour,58.53,0.00,0.00,0.00,58.526476,58.53
2026-02,Compute Engine,6F81-5844-456A,E2 Instance Ram running in EMEA,F268-6CE7-AC16,"120,334.006",gibibyte hour,129.00,0.00,-76.41,0.00,52.587504,52.59
2026-02,Networking,E505-1604-58F8,Firewall Insights evaluation charge per rule after initial run,CC38-E2C0-A4C8,"1,526",count,50.87,0.00,0.00,0.00,50.866667,50.87
2026-02,Networking,E505-1604-58F8,Cloud Load Balancer Forwarding Rule Minimum Global,DEE3-C42E-3E4D,"6,048",hour,50.40,0.00,0.00,0.00,50.399028,50.40
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - Enterprise Plus N vCPU in EMEA,2B6D-62D5-B1EF,"2,688",hour,48.12,0.00,0.00,0.00,48.115200,48.12
2026-02,Compute Engine,6F81-5844-456A,Commitment v1: E2 Ram in EMEA for 1 Year,C369-CFFC-6CBC,"71,232.236",gibibyte hour,48.11,0.00,0.00,0.00,48.108451,48.11
2026-02,Networking,E505-1604-58F8,Cloud Load Balancer Forwarding Rule Additional for Belgium (europe-west1),691D-CC7F-C2FD,"13,505.642",hour,45.02,0.00,0.00,0.00,45.018627,45.02
2026-02,Compute Engine,6F81-5844-456A,Multi-regional Snapshot upload within Europe,E7F1-6532-8F2E,"6,278.058",gibibyte,41.85,0.00,0.00,0.00,41.853679,41.85
2026-02,Networking,E505-1604-58F8,Networking Cloud Nat Gateway Uptime,32E2-4EFC-EF9F,"89,419.399",hour,41.73,0.00,0.00,0.00,41.727764,41.73
2026-02,Compute Engine,6F81-5844-456A,Storage Image,DAA2-253C-6680,"2,439.572",gibibyte month,40.66,0.00,0.00,0.00,40.655266,40.66
2026-02,Cloud Storage,95FF-2EF5-5EA1,Coldline Storage Europe Multi-region,6CCC-4CDD-383C,"15,819.378",gibibyte month,36.79,0.00,0.00,0.00,36.785268,36.79
2026-02,Compute Engine,6F81-5844-456A,Spot Preemptible N1 Predefined Instance Core running in Frankfurt,9932-86F9-C0C7,"10,777.409",hour,35.33,0.00,0.00,0.00,35.325634,35.33
2026-02,Networking,E505-1604-58F8,Cloud Load Balancer Forwarding Rule Minimum for Belgium (europe-west1),5199-D194-B502,"4,032",hour,33.60,0.00,0.00,0.00,33.599352,33.60
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - Extended support vCPU v11 in Belgium,1511-0815-2FC2,"1,319.069",hour,30.78,0.00,0.00,0.00,30.778272,30.78
2026-02,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from EMEA to Americas,A259-FE21-4125,752.128,gibibyte,30.08,0.00,0.00,0.00,30.083839,30.08
2026-02,Cloud Storage,95FF-2EF5-5EA1,Multi-Region Standard Class A Operations,9ADA-9AED-1B24,"8,672,476",count,28.91,0.00,0.00,0.00,28.908253,28.91
2026-02,Secret Manager,EE82-7A5E-871C,Secret access operations,EBA7-264F-2D2C,"28,673,982",count,28.66,0.00,0.00,0.00,28.663982,28.66
2026-02,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Frankfurt to EMEA,290E-20E5-93E2,"4,291.915",gibibyte,28.61,0.00,0.00,0.00,28.612035,28.61
2026-02,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Americas,F274-1692-F213,667.459,gibibyte,26.66,0.00,0.00,0.00,26.658240,26.66
2026-02,Compute Engine,6F81-5844-456A,SSD backed PD Capacity in Paris,0BBD-3452-19A9,400,gibibyte month,26.29,0.00,0.00,0.00,26.293117,26.29
2026-02,Networking,E505-1604-58F8,Regional Internal Passthrough Network Load Balancer Outbound Data Processing for Belgium (europe-west1),B6D0-2F2E-0D68,"9,657.399",gibibyte,25.75,0.00,0.00,0.00,25.751920,25.75
2026-02,Compute Engine,6F81-5844-456A,Storage PD Snapshot,817F-F5A3-514E,"1,503.467",gibibyte month,25.06,0.00,0.00,0.00,25.056770,25.06
2026-02,Networking,E505-1604-58F8,Networking Cloud Cdn Cache Lookups,4762-E550-B5D2,"95,774,993",count,23.92,0.00,0.00,0.00,23.917241,23.92
2026-02,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Frankfurt to EMEA,E7A9-CA47-A3E3,574.2,gibibyte,22.97,0.00,0.00,0.00,22.966959,22.97
2026-02,Cloud Memorystore for Redis,5AF5-2C11-D467,Redis Capacity Standard M1 Frankfurt,5182-440C-D226,672,gibibyte hour,20.16,0.00,0.00,0.00,20.160000,20.16
2026-02,Compute Engine,6F81-5844-456A,E2 Instance Core running in Americas,CF4E-A0C7-E3BF,"2,687.529",hour,19.54,0.00,0.00,0.00,19.539551,19.54
2026-02,Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class A Operations,4DBF-185F-A415,"11,672,569",count,19.45,0.00,0.00,0.00,19.445948,19.45
2026-02,Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class B Operations,7870-010B-2763,"139,758,860",count,18.63,0.00,0.00,0.00,18.627816,18.63
2026-02,Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Belgium (europe-west1),8AE2-BE75-D426,"6,890.408",gibibyte,18.37,0.00,0.00,0.00,18.370649,18.37
2026-02,Cloud Pub/Sub,A1E8-BE35-7EBC,Message Delivery Basic,027D-B6C7-CCA2,1.359,tebibyte,17.98,0.00,0.00,0.00,17.982743,17.98
2026-02,Compute Engine,6F81-5844-456A,Spot Preemptible N1 Predefined Instance Ram running in Frankfurt,610C-22A1-AC4F,"40,415.335",gibibyte hour,17.76,0.00,0.00,0.00,17.764931,17.76
2026-02,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Americas to Apac(Excluding Korea and Indonesia),378D-6896-1041,435.307,gibibyte,17.37,0.00,0.00,0.00,17.372158,17.37
2026-02,Cloud Storage,95FF-2EF5-5EA1,Archive Storage Europe Multi-region,5A75-E003-2CBF,"21,246.162",gibibyte month,16.94,0.00,0.00,0.00,16.939780,16.94
2026-02,Cloud Storage,95FF-2EF5-5EA1,Nearline Storage Europe Multi-region,4CF0-069A-15D9,"3,258.841",gibibyte month,16.23,0.00,0.00,0.00,16.231047,16.23
2026-02,Compute Engine,6F81-5844-456A,Static Ip Charge,66A2-68EA-56BE,"4,714.292",hour,15.71,0.00,0.00,0.00,15.710743,15.71
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - Extended support g1-small v12 in Belgium,4A54-037B-4BE9,"1,344",hour,15.68,0.00,0.00,0.00,15.680000,15.68
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Zonal - Extended support 1 vCPU + 3.75GB RAM v57 in Belgium,5C4A-C82F-AE12,672,hour,15.68,0.00,0.00,0.00,15.680000,15.68
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - Small instance in EMEA,79B6-5148-74CC,"1,344",hour,15.68,0.00,0.00,0.00,15.680000,15.68
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Zonal - 1 vCPU + 3.75GB RAM in EMEA,286F-1408-A35E,672,hour,15.14,0.00,0.00,0.00,15.142400,15.14
2026-02,Cloud Key Management Service (KMS),EE2F-D110-890C,Active software symmetric key versions,E09C-32B3-9AC7,718.673,month,14.37,0.00,0.00,0.00,14.371794,14.37
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - Enterprise Plus Standard Storage in EMEA,FC30-179E-B494,250,gibibyte month,14.17,0.00,0.00,0.00,14.166656,14.17
2026-02,Networking,E505-1604-58F8,Cloud Load Balancer Forwarding Rule Minimum for Frankfurt (europe-west3),C68C-D380-ED83,"1,344",hour,13.44,0.00,0.00,0.00,13.439841,13.44
2026-02,Networking,E505-1604-58F8,Networking Cloud NAT IP Usage,8515-9425-D2CE,"8,064",hour,13.44,0.00,0.00,0.00,13.438994,13.44
2026-02,Networking,E505-1604-58F8,Regional Internal Passthrough Network Load Balancer Inbound Data Processing for Belgium (europe-west1),EEE1-39DF-D18E,"4,833.175",gibibyte,12.89,0.00,0.00,0.00,12.887289,12.89
2026-02,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Belgium to Apac(Excluding Korea and Indonesia),6AA7-5747-901F,312.461,gibibyte,12.50,0.00,0.00,0.00,12.497597,12.50
2026-02,Cloud Memorystore for Redis,5AF5-2C11-D467,Redis Capacity Basic M1 Frankfurt,2CC6-1C4D-692B,672,gibibyte hour,11.87,0.00,0.00,0.00,11.871892,11.87
2026-02,Cloud Run Functions,29E7-DA93-CA13,Cloud Run functions Min-Instance CPU (Request-based billing) in europe-west1,CB05-7E0C-A9C7,"14,974,815.024",second,12.48,0.00,0.00,-1.44,11.038743,11.04
2026-02,Compute Engine,6F81-5844-456A,E2 Instance Ram running in Americas,F449-33EC-A5EF,"10,750.118",gibibyte hour,10.48,0.00,0.00,0.00,10.475862,10.48
2026-02,App Engine,F17B-412E-CB64,Cloud Firestore Read Ops,FF6D-2156-62C2,"52,462,083",count,10.21,0.00,0.00,0.00,10.206558,10.21
2026-02,Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Belgium (europe-west1),352B-4670-13F6,"3,677.562",gibibyte,9.80,0.00,0.00,0.00,9.803434,9.80
2026-02,Networking,E505-1604-58F8,Networking Cloud CDN Traffic Cache Data Transfer to North America,15AE-8E35-C42B,366.42,gibibyte,9.77,0.00,0.00,0.00,9.770400,9.77
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - Small instance in Frankfurt,0E9D-4573-7A9A,672,hour,9.41,0.00,0.00,0.00,9.408000,9.41
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - Extended support g1-small v12 in Frankfurt,5688-5516-DC7D,672,hour,9.41,0.00,0.00,0.00,9.408000,9.41
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Regional - Serverless Exports in EMEA,BA0C-F087-7D28,"2,800",gibibyte,9.33,0.00,0.00,0.00,9.333333,9.33
2026-02,Secret Manager,EE82-7A5E-871C,Secret version replica storage,7756-ADEF-84F4,438.111,month,8.64,0.00,0.00,0.00,8.641698,8.64
2026-02,Compute Engine,6F81-5844-456A,Storage PD Capacity in Finland,CEF4-0773-7924,500,gibibyte month,7.33,0.00,0.00,0.00,7.333208,7.33
2026-02,Compute Engine,6F81-5844-456A,N2 Instance Core running in Frankfurt,53BB-FF1B-0C91,"40,502.446",hour,549.89,0.00,-542.66,-0.33,6.897041,6.90
2026-02,Container Registry Vulnerability Scanning,82AF-DE7A-51D0,Container Images Scanned,BEA5-E1D1-4659,78,count,6.76,0.00,0.00,0.00,6.760000,6.76
2026-02,Compute Engine,6F81-5844-456A,Committed Use Discount Premium for Custom Instance Core running in Belgium,244D-301F-99D3,"22,051.833",hour,5.76,0.00,0.00,0.00,5.756510,5.76
2026-02,Cloud Storage,95FF-2EF5-5EA1,Coldline Storage Belgium,DB5F-944C-9031,"4,328.297",gibibyte month,5.75,0.00,0.00,0.00,5.751115,5.75
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - IP address reservation in EMEA,2DC7-81C8-697F,"1,680",hour,5.60,0.00,0.00,0.00,5.599974,5.60
2026-02,Compute Engine,6F81-5844-456A,Micro Instance with burstable CPU running in EMEA,5619-DD14-5F41,"2,687.147",hour,7.70,0.00,0.00,-2.31,5.394054,5.39
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - Micro instance in EMEA,4C57-F0D3-6029,"1,344",hour,4.70,0.00,0.00,0.00,4.704000,4.70
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - Extended support vCPU v96 in Belgium,07EC-C8F4-89EF,199.973,hour,4.67,0.00,0.00,0.00,4.666031,4.67
2026-02,Cloud Monitoring,58CD-E7C3-72CA,Metric Volume,A924-09D0-8854,202.666,mebibyte,4.53,0.00,0.00,0.00,4.528993,4.53
2026-02,Compute Engine,6F81-5844-456A,Balanced PD Capacity,6AE1-525F-8B80,135,gibibyte month,4.50,0.00,0.00,0.00,4.499309,4.50
2026-02,Cloud Pub/Sub,A1E8-BE35-7EBC,Inter-region data delivery from EMEA to EMEA,9CFC-8FC8-FD42,648.873,gibibyte,4.32,0.00,0.00,0.00,4.324286,4.32
2026-02,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations (excluding Asia & Australia),22EB-AAE8-FBCD,201.005,gibibyte,4.04,0.00,0.00,0.00,4.040186,4.04
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - Extended support f1-micro v13 in Belgium,50CC-02BD-924A,672,hour,4.03,0.00,0.00,0.00,4.032000,4.03
2026-02,Cloud SQL,9662-B51E-5089,Cloud SQL for PostgreSQL: Zonal - Extended support f1-micro v12 in Belgium,69B7-3A1B-C161,672,hour,4.03,0.00,0.00,0.00,4.032000,4.03
2026-02,Compute Engine,6F81-5844-456A,N2 Instance Ram running in Frankfurt,A5A6-3EDC-7F3C,"162,002.332",gibibyte hour,294.74,0.00,-291.35,-0.16,3.226109,3.23
2026-02,Compute Engine,6F81-5844-456A,Network Data Transfer Out via Carrier Peering Network - EMEA Based,F603-6008-38E5,188.235,gibibyte,3.13,0.00,0.00,0.00,3.132635,3.13
2026-02,Compute Engine,6F81-5844-456A,Storage PD Capacity in Paris,E083-93C6-55CD,200,gibibyte month,3.09,0.00,0.00,0.00,3.093164,3.09
2026-02,Cloud Storage,95FF-2EF5-5EA1,Multi-Region Standard Class B Operations,8AE7-5BBD-8F38,"22,390,103",count,2.99,0.00,0.00,0.00,2.985243,2.99
2026-02,Networking,E505-1604-58F8,Regional Internal Application Load Balancer Inbound Data Processing for Belgium (europe-west1),BF24-44F1-F633,888.857,gibibyte,2.37,0.00,0.00,0.00,2.366761,2.37
2026-02,Networking,E505-1604-58F8,Regional Internal Application Load Balancer Outbound Data Processing for Belgium (europe-west1),1BBD-45CB-27B7,700.432,gibibyte,1.87,0.00,0.00,0.00,1.865258,1.87
2026-02,Cloud DNS,FA26-5236-B8B5,ManagedZone,8C22-6FC3-D478,28,month,1.77,0.00,0.00,0.00,1.766366,1.77
2026-02,Compute Engine,6F81-5844-456A,Committed Use Discount Premium for Custom Instance Ram running in Belgium,CD72-EC22-D8E2,"46,992.988",gibibyte hour,1.64,0.00,0.00,0.00,1.644406,1.64
